temperature,humidity,rainfall,crop,days_to_water
14.026909823642264,87.73142745638462,155.6775758989551,papaya,15
31.31732887478185,48.64746173422441,149.68743137246727,coffee,9
14.66868374650959,56.53209828847164,233.02435755985837,kidneybeans,15
18.420636698787206,26.99067306480441,35.99903783641131,mango,6
21.449866953389893,16.149114963105326,56.282601105257285,orange,5
40.06981218320092,55.28266266638282,122.51026989555615,jute,5
33.3131574584309,63.09650945665994,132.1771700560169,pomegranate,7
28.94067742991913,22.931531650945587,171.57727855053878,apple,10
11.015483854852615,22.208028912398554,279.48770608055634,rice,10
35.6811903698099,78.95063797906981,226.17918364329176,orange,11
23.823250645085203,47.89266892345669,90.70369012710968,mungbean,7
38.07164915200333,26.553550154083165,233.3751297494476,pomegranate,7
18.904739405095775,92.19272008323327,298.2099729332421,mungbean,15
11.990972782790312,27.11761651393747,27.926523231258905,muskmelon,6
40.33270243147201,48.991656584766815,170.78839551066875,blackgram,10
17.736014855952995,45.10249947543293,233.13925328090318,jute,15
24.174630681654087,77.52667716246592,121.07670237330437,pomegranate,8
21.063376485637306,33.93068867625178,267.5067389785479,jute,9
12.683194499875654,33.25087111609443,146.36817836619136,coffee,11
39.51286429803966,38.429667857552744,196.2457337971795,mungbean,7
39.71287017107015,84.45345740309678,139.2016338179684,maize,5
44.00127820023858,43.27019014225986,149.41421298571478,orange,3
23.488192003829834,57.881428118666314,242.9997064595069,coconut,13
43.40708437880328,73.98185529834018,241.03346261506556,banana,12
25.60154262939016,43.54852506490875,188.79102536694035,banana,11
33.44036281026327,44.12540563044119,44.10954257143232,muskmelon,5
12.88750173940044,40.14485974254721,24.280485163869447,papaya,9
41.3984502993537,53.01322867943034,230.82569380140913,rice,8
20.430122524106693,89.30367866560995,256.65900537106216,grapes,13
19.180668790873348,66.24900790530627,21.31446818255078,lentil,7
10.179534217255993,51.53737106284167,111.55276280646194,apple,10
29.01208803481421,40.241354210080914,229.08599592542765,kidneybeans,12
26.645872845253862,87.96311397692646,24.16015399446728,lentil,8
32.273078715003294,53.07721175081814,73.83913987051301,chickpea,8
44.23714469287022,29.807750058637854,292.69885632023346,mothbeans,6
41.80319652408807,69.28201004672498,26.9198225680144,cotton,4
41.85535765230548,46.24246951836881,152.6789268188392,papaya,10
28.38394848875009,68.92284691506144,158.116443990942,cotton,14
13.640663244916702,61.16999300338531,185.04913020640564,apple,15
16.332010834026534,93.27656378073209,75.01192314696249,mothbeans,11
43.356407734535956,72.10730120568698,37.64887339061609,pigeonpeas,4
24.418354418522554,86.62085011734972,43.75770786317404,cotton,10
40.27559922125136,47.89313046183955,207.25111418233706,maize,8
33.526204781666166,76.56274585097194,260.11042565526895,chickpea,13
32.00750285587564,66.57805618253062,265.93240438600276,papaya,12
19.644557182713324,48.05953540471175,264.8224771347836,papaya,15
41.38615444093019,33.135414412323875,110.06907866622801,mothbeans,3
17.24119799701778,67.43988922585328,135.9530550591481,grapes,9
24.154183507639267,59.8117826024247,111.91152214166446,muskmelon,8
44.775037233793626,43.445037653770626,51.25170772643593,lentil,4
35.750447852749225,94.11686015371794,260.67203154609103,mothbeans,10
25.577149437138893,20.680673427419443,124.44360005920043,mothbeans,5
29.623210930530725,64.45667692178984,108.25937304367858,pigeonpeas,6
24.393942118032236,52.53870039691296,92.3059831616706,papaya,8
35.444579718879595,67.55841743644879,120.48303473746321,mango,5
23.971891006642615,88.04460169802286,129.97490684444975,mango,8
33.455080764583364,67.89700930690714,88.24788460212464,blackgram,8
34.66504627581895,62.70299357273075,227.65594362789588,maize,11
31.3345954940666,41.54141419144505,118.84529771463808,mungbean,8
28.90120624635796,39.49880520027242,88.53020802307397,pigeonpeas,6
17.212864781965564,80.89608883771947,236.78171655847498,rice,15
16.970651681794564,34.082071226355104,78.1172926730901,muskmelon,9
37.85086026856155,93.74923647916538,258.44730692476924,cotton,14
20.16164722197648,91.77880403535576,151.21303841993148,mango,14
32.958698973834885,55.836512442871545,219.0148776447024,mungbean,11
20.48658715324587,26.909137906889775,42.42622581696749,pigeonpeas,2
15.056743244799005,56.68787178855629,38.03435022896439,chickpea,7
24.138483344316434,39.74818026829696,48.5305189909958,orange,4
20.85943343956064,82.41860837885211,77.16568174414041,coffee,12
18.518930569833678,21.490137336108646,183.60971357431077,orange,13
30.583641493043164,25.83155694904662,247.55645042823937,chickpea,10
18.587013853717593,68.73884927444202,138.93178756568545,chickpea,10
36.17197141275021,90.15542295754918,292.3117497835143,maize,11
35.2051326748978,53.68593030268552,188.59623510199074,banana,9
34.33413034342826,71.01686199103233,246.39514335663313,muskmelon,14
13.595997250062409,29.884769566440035,108.4313457926723,mango,7
43.02748498645019,84.87165394806625,138.6102412107266,muskmelon,7
27.616887151247365,17.094154959486147,210.12180742838297,coffee,13
41.48857667785944,65.3598594382193,93.1068152231591,chickpea,3
16.950295955270988,65.67623956603038,62.87853830079322,mothbeans,9
30.805721538645077,56.571371452143865,137.16964801949297,mungbean,6
43.78930035870422,25.478550445045194,65.83074928896006,kidneybeans,2
44.954438606384045,47.5287227461283,146.53679758928962,blackgram,5
10.845901874319061,17.595868025087597,162.74620498764452,lentil,14
26.84561667093608,21.424826238637937,166.78516276205247,pomegranate,10
20.19979413857628,92.96332195307579,273.8951129327399,grapes,14
12.230219891106008,52.50838423254105,86.26101519337443,rice,8
29.936853963007064,55.72820707046121,226.23857605343233,maize,12
10.17791496447249,36.12017669497226,83.05380826373809,maize,9
31.39471563845076,29.620014358599267,38.48943174771821,grapes,3
40.45635169621063,66.17839189789525,90.18272289593786,lentil,4
40.92605127408612,58.88247770889491,186.37430047080386,rice,7
43.40118191186134,79.42116679349505,264.3970944484596,maize,11
35.8952336931216,66.8987641142215,256.13954958227583,banana,10
16.46495351421811,77.79760868385218,167.04420405677672,coffee,15
25.213741238038182,66.28239000875519,165.1874634279679,pomegranate,12
41.006482344175566,93.37040094164435,150.64233078849645,orange,11
18.926619811717877,47.22639231805231,70.91362669696153,banana,11
25.515944315514442,63.49122001144268,144.22376686307646,orange,7
31.59279415373133,64.87176537869247,145.31061033469018,mothbeans,8
13.617337880735406,21.014408684727776,244.25627800687406,kidneybeans,12
27.15383813741719,32.25569571443537,284.79755964646876,apple,10
11.564654085251142,52.91114541413562,118.5603916862153,muskmelon,9
20.906961425820278,73.37263412636823,204.47901205653238,papaya,14
36.32138902281088,71.24236532049969,44.65224916734374,lentil,4
35.04246802848226,23.164549705693016,37.0396511625036,coconut,1
42.954398531541095,49.66284102420049,28.14170554277183,jute,2
37.19133783480693,51.15663885110656,201.52073886575008,coconut,9
17.532998024551517,26.178293546032528,204.53047829714058,maize,12
41.67399132216377,91.99578662095087,96.41793129614095,coffee,7
29.329245145399124,81.66179381907827,86.70232277108883,cotton,12
39.57142606518997,72.90200197630226,202.1701564455781,apple,11
42.28713193205642,36.67761188334158,183.575296715327,pomegranate,8
39.013644762869966,52.693261955504,282.4164821410665,coconut,8
23.796929928590423,48.045809762554754,243.60474074876157,jute,11
30.93658478037443,65.49997381201811,27.824901364344782,chickpea,6
25.144432784726007,89.35525815195909,32.307869884718876,pomegranate,6
34.295149751143285,23.756492117590735,250.71048668836787,blackgram,10
26.964027136126926,57.29932039014605,153.5635360277147,mothbeans,11
14.489111955162564,84.77986247132958,177.3981160558149,pigeonpeas,15
32.55296738148348,80.54051766497396,38.965727591822656,apple,6
17.164717565972932,53.050434344562525,259.7993837808972,papaya,15
36.07349939362804,70.06915627716782,133.67851130880445,cotton,8
13.696602224090393,57.21851361745453,217.89474000664615,kidneybeans,15
10.255832280337366,54.555874262707974,158.56031649553523,cotton,15
21.707114704352634,42.83585341617693,84.5472876193899,rice,6
43.923942634086956,52.260898759948056,79.4076416957696,coffee,7
